Name,Address,State,City,Phone,Email,PPN
Sahyog Hospital,# 40  Pataliputra Colony,Bihar,Patna,0612 - 2262642,sahyoghospitalpatna@yahoo.com,No
Sai Aashirwad Hospital,101/104 A Wing Ratandeep Bldg Navghar Road Bhayander.,Maharashtra,Mumbai,28198594,SAIAASHIRWADHOSPITAL@GMAIL.COM,Yes
Sai Hospital,Mukhani Chauraha  Nainital District,Uttarakhand,Haldwani,5946-263323,SAIHOSPITAL.SATI@GMAIL.COM,No
Sai Hospital,Ground  I St   2nd 3rd Floor  At Masina Islampura Chs. Ltd.,Maharashtra,Mumbai,22-24022739 / 40 / 41,sai.hospitaldharavi@yahoo.com,Yes
Sai Hospital,Sai Junction Olavakkode  Palakkad,Kerala,Palakkad,0491 - 2555525 / 2558525 / 3290442,mail@sai-hospital.com,No
Sai Hospital,Stadium Road   Bareilly,Uttar Pradesh,Bareilly,0581 - 2531106 / 9219924488,sharch.08@rediffmail.com,No
Sai Leela Hospital,Satyam Building 3   Ground Floor  Ostwal Empire  Opp-Balaji Sweeets  Navapur Road,Maharashtra,Palghar,2525-695050,hospitalsaileela@gmail.com,No
Sai Ram Multi Speciality Hospital,7-78  Konark Theatre Lane   P&T Colony  Hyderabad,Telangana,Hyderabad,040 - 24152535,sairamhospitaldsnr@gmail.com,Yes
Sai Sanjeevini Hospitals,Plot No:7  Narsimhapuri Colony  Saroor Nagar  Beside Tnr Port  Kothapet,Telangana,Hyderabad,040 - 24053333 / 24039012,saisanjeevinihospitals@gmail.com,Yes
Sai Seva Hospital,Row House B1 Sector 4  Airoli,Maharashtra,Kharghar,022 - 27799529,SAISEVAHOSPITALAIROLI@GMAIL.COM,Yes
Sai Siva Childrens Hospital And Poly Clinc,Door No: 4-111  Opp: Balaji Temple  Chandanagar,Telangana,Hyderabad,40-23037879,saisivahospital@gmail.com,Yes
Sai Sneh Hospital Diagnostic Center Pvt Ltd,Pune-Satara Highway  Near Pmt Bus Depot  Katraj,Maharashtra,Pune,020 - 26959208 / 308 / 865,saisneh@gmail.com,No
Sai Snehdeep Hospital,Plot No. 12/13   Sec-20  Kopar Khairane,Maharashtra,Navi Mumbai,"022 - 27544051, 2, 3,4,5, 07400429057",ssdhospital@gmail.com,Yes
Sai Sudha Hospital,D.No- 21-1-14  Jawahar Street  Salipet,Andhra Pradesh,Kakinada,0884 - 2361155,saisudhahospital@gmail.com,No
Sai Venkateshwara Hospital,10-1-80/1/2  Kharmanghat  Sagar Road,Telangana,Hyderabad,40-24092910 / 64562910,saivenkateshwarahospital@gmail.com,Yes
Sailaja Nursing Home,Raghava Cine Complex Road  Pogathota  Nellore  Nellore,Andhra Pradesh,Nellore,0861 - 2325936,drssailajanursinghome@yahoo.com,No
Sainath Hospital,Sector No.4  Moshi Prdhikaran  Pune Nashik High Way,Maharashtra,Moshi,20-67313000,DR.SKAMBLE@GMAIL.COM,Yes
Saiseva Hospital,Kazi Complex  Mahatma Phule Chowk  Chakan,Maharashtra,Chakan,02135 - 259742 / 9850095511/ 9421616850 / 94220310,paresh.saisevahospital@gmail.com,Yes
Saivani Superspeciality Hospital,1-2-365/36/6&7 Ramakrishna Math Road  Indira Park  Domalguda,Telangana,Hyderabad,040 - 27634462 / 63 / 67 / 68,VISHWAHEALTHINSTITUTE@GMAIL.COM,Yes
Sakaria Healthcare Pvt Ltd,#797  10th Main  1st Stage  3rd Block  Hbr Layout  Kalyannagar Post,Karnataka,Bengaluru,080 - 25435050,SAKARIA01@GMAIL.COM,No
Saket Hospital,Sector-10  Meera Marg  Agarwal Farm  Mansarovar  Jaipur,Rajasthan,Jaipur,0141 - 2785074 / 75,sakethospitaljaipur@gmail.com,Yes
Sakhii Hospital,#123  Dollars Colony  Bilekhalli  7th Cross  Btm 2nd Stage  Off. Bannerghatta Road,Karnataka,Bengaluru,080 - 65330026 / 41757444 / 41559444,info@sakhiihospital.in,No
Sakra World Hospital,52/2 & 52/3 Devarabeesanahalli  Verthur Hoobli,Karnataka,Bengaluru,80-49694969,TPA@sakraworldhospital.com,Yes
Sakthi Hospital And Research Centre,No 175  Big Street  Triplicane  Chennai - 600005,Tamil Nadu,Chennai,044 - 28442626/ 42157459,sakthihospitalinsurance@yahoo.in,Yes
Salem Gopi Hospitals Private Limited,23-B  Ramakrishna Road,Tamil Nadu,Salem,0427 - 2318764 / 2314421 / 2316505 / 2316506,insurance@salemgopi.com,No
Salunke Hospital,47/3 Ganesh Nagar  Wadgaon Sheri,Maharashtra,Pune,020 - 27035243,drdilipsalunke@yahoo.in,No
Samaritan Clinic Pvt Ltd,#4. Roy Mansion  Elgin Road  (10/4d  Lala Lajpat Rai Sarani),West Bengal,Kolkata,033 - 32940892 / 22876231,samaritan84@gmail.com,Yes
Samaritan Hospital,Pazhanganad,Kerala,Kizhakkambalam,0484 - 2680511 / 2680512,samaritanhosp@gmail.com,No
Samarpan Hospital,Aditya Plaza  Near Zavernagar  Waghodia Road  Baroda,Gujarat,Vadodara,0265 - 2570570,pancholipremal@yahoo.co.in,No
San Joe Hospital,A M Road  Perumbavoor,Kerala,Perumbavoor,0484 - 2522251 / 2522252,sanjoeclaim@gmail.com,No
Sana Nursing Home,5/1a  Nurulla Doctor Lane,West Bengal,Kolkata,33-30024786 / 6782,sananursinghome@yahoo.com,Yes
Sancheti Institute For Orthopaedic And Rehabilitation,16  Shivaji Nagar,Maharashtra,Pune,20-25534545,sanchetijrc.insurance@gmail.com,Yes
Sangam Hospital,Opp Sangam Bus Stand  Sangam Char Rasta  Harni Road  Karelibaug,Gujarat,Vadodara,0265 - 2482000 / 3000 / 5000,sangam_hospital@ymail.com,No
Sangeeth Nursing Home,8/452(B)  South Cherlai  Cochin-2,Kerala,Ernakulam-Cochin,0484 - 2225806 / 6408 / 2224943,sangeeth_nh@yahoo.com,No
Sangha Hospital,Zail Singh Nagar  Near Radha Swami Satsang Bhawan,Punjab,Ropar,01881 - 227890,sanghahospitalropar@gmail.com,No
Sanghamitra Hospitals Pvt Ltd,South Bypass Junction,Andhra Pradesh,Ongole,8592-234599/7799885570,smh.hospitals@yahoo.com,No
Sanjeevan Hospital,Hutatma Chowk Alandi Road Bhosari,Maharashtra,Pune,020 - 69169499 / 9822308041 / 7798982437,sanjeevan153@gmail.com,No
Sanjeevan Hospital,Plot No.23  Off Karve Rod  Erandawane,Maharashtra,Pune,020 - 67250000,sanjeevanhospitaltpa@gmail.com,Yes
Sanjeevan Maternity And Surgical Hospital,S No.251/3/11 & 252/1/2/Opp. Aundh Tele. Exch  D. P. Road  Pune,Maharashtra,Pune,020 - 27298998,sardesh_tv@vsnl.net,No
Sanjeevan Medical Research Centre Pvt Ltd,4869/24 Ansari Road Daryaganj,Delhi,New Delhi,011 - 23257143 / 44 / 23263319,sanjeevanhospitals@gmail.com,Yes
Sanjeevani Cbcc Usa Cancer Hospital,In Front Of Jain Mandir  Near Ramakrishna Care Hospital  Dawda Hospital  Pachpedi Naka,Chattisgarh,Raipur,771-4061010,corporate@scch.co.in,No
Sanjeevani Criti Care And Research Centre Pvt Ltd,Narayan Sankul  Near Mahalaxmi Talkies  Dindori Road  Panchavati  Nasik 422003,Maharashtra,Nashik,0253-2621111/ 2621122,sanjeevanicriticare@gmail.com,No
Sanjeevani Institute Of Medical Science,Ramnagar Anandasramam,Kerala,Kanhangad,2204121,sanjeevanihospitalsims@gmail.com,No
Sanjeevani Medicare,Mahabir Bazar Lewis Road,Odisha,Bhubaneswar,0674 - 2340730,sanjeevanimedic@gmail.com,No
Sanjeevani Surgical And General Hospital,Bhavani Chamber  Kedarmal Road  Off. Ranisati Marg  Malad (East),Maharashtra,Mumbai,022 - 288445678 /2882995 / 28445204,sanjeevanihospitalmalad@gmail.com,Yes
Sanjeevini Hospital,# 760  Last Bus Stop  Mahalakshmi Layout  Bangalore,Karnataka,Bengaluru,080 - 23590365,insurance@sanjeevinihospital.com,Yes
Sanjeevni Nursing Home,Kalagarh Road  Near Punjab National Bank  Indra Nagar  Dhampur  Distt Bijnor,Uttar Pradesh,Bijnour,01334 - 222070,goyaldrdeepak2008@gmail.com,No
Sanjiban Hospital,P.O Sijberia  P.S Uluberia Howrah,West Bengal,Howrah,33-33543644,partha.pal@sanjibanhospital.org,No
Sanjiv Hospital,Near Centreal S.T.Depot  Railway Station Road,Gujarat,Vadodara,0265 - 2793765 / 2794209 / 2791658,patel_vitthal2001@yahoo.com,No
Sanjiv Nursing Home,16/A  Parth Housing Complex  Near Akota Gardan   Akota,Gujarat,Vadodara,0265 - 2314908 / 6419060,mishra_sh@yahoo.com,No
Sanjivan Hospital,Plot No.60  Saptshringi Colony  Old Gangapur Naka  Behind Khatib Dairy,Maharashtra,Nashik,0253 - 2582615,umesh_kulkarni76@yahoo.com,No
Sanjivani Family Hospital,Farm Road  Modipura Post,Odisha,Sambalpur,0663 - 2404022 / 2402406 / 9437966900,enquiry.sanjivani@gmail.com,No
Sanjivani Hospital,A.T.Road  Tarajan  Jorhat-785001  Assam  A.T.Road  Tarajan  Jorhat-785001  Assam,Assam,Jorhat,0376 - 2326817,sanjivanijorhat@rediffmail.com,No
Sanjivani Hospital,Rajkamal Bldg.  1st Floor  Opp.Bus Depot  Sector 3  Airoli  Airoli,Maharashtra,Navi Mumbai,022 - 27794298 / 27790098,sanjivanihosp@yahoo.co.in,Yes
Sanjivani Hospital,Kashipur Road,Uttarakhand,Rudrapur,05944 - 241347 / 241386 / 242347,sanjivanirudrapur@gmail.com,No
Sanjivani Hospital,Mahavir Chamber  1st Floor  Navapur Road  Boisar,Maharashtra,Palghar,2525-271256 /9225961655,drmaheshbhanushali@gmail.com,No
Sanjivani Super Speciality Hospital,1  Udag Park Society  Near Vastra Pur Lake   Vastrapur  Ahmedabad,Gujarat,Ahmedabad,079 - 26306341 / 26306431 / 26300176 / 26305610-12,cashless.sanjivani@yahoo.com,Yes
Sankalp Hospital,Shree Ramway Plaza  Kharivav Road,Gujarat,Vadodara,0265 - 2411539 / 2439646 / 2432727,drsaurabhparikh@gmail.com,No
Sankara Eye Hospital,Varthur Road  Kundalahalli Gate,Karnataka,Bengaluru,080 - 28542727 / 28542729,blr.tpa@sankaraeye.com,Yes
Sankara Kidney Hospital,No. 235-236  English Electric Nagar  Zamin Pallavaram  Off: Radial Road  Opp: Shell Petrol Bunk,Tamil Nadu,Chennai,044 - 6532211 / 65332222,skh.kidney@yahoo.co.in,Yes
Sankhya Hospitals,Plot No. C-15  Opp Sbt Bank  Kphb Rd No.1,Telangana,Hyderabad,40-23153535 / 64544444,insurance@sankhyahospitals.com,Yes
Sant Parmanand Hospital,18  Sham Nath Marg  Civil Lines  Delhi,Delhi,New Delhi,011 - 23994401 - 10 / 23981260,MARKETING.SPH@GMAIL.COM,Yes
Santevita Hospital,1 H B Road Near Firayalal Chowk,Jharkhand,Ranchi,651-3011111,tpa@santevitahospital.com,No
Santhi Hospital,Opp Lal Sipcot,Tamil Nadu,Hosur,04344 - 276894,santhihospital66@ymail.com,No
Santhi Hospital,Omassery P O  Koduvally Via,Kerala,Calicut,0495 - 2281393,insurance@santhihospital.com,No
Santom Hospital Pvt Ltd,D-5 Prashant Vihar  Rohini,Delhi,New Delhi,9899536566,santosh.hospitaltpa@gmail.com,Yes
Santosh Multispeciality Hospital,3f-139  Nit Faridabad,Haryana,Faridabad,129-4100139,SANTOSHHOSPITAL2013@GMAIL.COM,Yes
Santushti Hospital Pvt Ltd,N-8 / 180  B-51  Newada  Sunderpur  Varanasi,Uttar Pradesh,Varanasi,0542 - 2316230 / 2322479,santushti.hospital@gmail.com,No
Sapna Health Care  centre Pvt Ltd,1st Floor  Bhaveshwar Plaza  A Wing  L.B.S. Marg  Ghatkopar (W)  Mumba-400086,Maharashtra,Mumbai,022 - 25005051,sapna_healthcare@rediffmail.com,Yes
Saptagiri Hospital,# 15 Chikkasandra Hesaraghatta Main Road,Karnataka,Bengaluru,"80-28393392-93, 28393403/04/05",sapthagiriinsurance@gmail.com,Yes
Saral Nursing Home,Lal Bangla ( Opp Thana Chakeri ),Uttar Pradesh,Kanpur,0512 - 2402121 / 2402200,saralnursinghome@yahoo.com,No
Saraswathi Hospital,152 A  Trichy Road  Chinthamanipudur  Coimbatore,Tamil Nadu,Coimbatore,0422 - 6633000,saraswathihospital@gmail.com,Yes
Saraswathy Hospital,Pavathiyanvila  Parassala P.O-695502  Thiruvananthapuram Dist  Kerala State.,Kerala,Parassala,0471 - 2202598 / 2202898 / 9446969811 / 9447122098,shinsdept@gmail.com,No
Saraswathy Speciality Hospitals,92/A  Bazaar Road  Sadasivam Nagar  Madipakkam  Chennai,Tamil Nadu,Chennai,044 - 22581249/ 22581250,saraswathyinsurance@gmail.com,Yes
Saravana Multispeciality Hospital Pvt Ltd,No. 7 A  Maruthupandian Nagar  4th Main Road  Narimedu,Tamil Nadu,Madurai,0452 - 2535240,shmc.1992@gmail.com,No
Saroj Hospital And Heart Institute,Sec-14 ( Extn )-2 Madhuban Chock Rohini New Delhi-,Delhi,New Delhi,011 - 27557201 / 207 / 27903333 / 43,pro@sarojhospital.com,Yes
Sarthak Medical Centre,Rz-2c  Main Road  Opp. Primary School  Palam,Delhi,New Delhi,011 - 25367182 / 25367184,sarthak.medical@gmail.com,Yes
Sarvodaya Hospital,Gopi Colony  Sector-19  Faridabad,Haryana,Faridabad,0129 - 4194444 / 9654743722,sarvodayahospital19@gmail.com,Yes
Sarvodaya Hospital And Research Centre,Ymca Road  Sec 8   Near Esi Hospital  Faridabad,Haryana,Faridabad,0129 - 4184444,phc@sarvodayahospital.com,Yes
Sarvodaya Hospital And Research Centre,Kj-7  Kavi Nagar  Ghaziabad,Uttar Pradesh,Ghaziabad,0120 - 2701694 / 2701695  / 2700427,akmsarvodaya@yahoo.com,No
Sarvodaya Hospital And Trauma Centre,342  Sec 4   Vaishali  Ghaziabad,Uttar Pradesh,Ghaziabad,0120 - 2774739 / 2774821,dryvsingh@yahoo.co.in,No
Sathya Kidney Centre,3-6-4  Street No 4  Himayath Nagar,Telangana,Hyderabad,040 - 55564666 / 27650935,sathyakidney@rediffmail.com,Yes
Satish Chandra Pandey Memorial Hospital Pvt Ltd,Near Dukh Haran Nath Mandir   Station Road,Uttar Pradesh,Gonda,222583/223190,info@scpmhospital.com,No
Satish Urology And Andrology Centre,29-9-60  Govindarajulu Naidu Street  Suryaraopet  Vijayawada  Vijayawada,Andhra Pradesh,Vijayawada,0866 - 2435484,satishorology2015@gmail.com,No
Satya Bhama Hospital,Rz-10  Naresh Park  Najafgarh Road  Nangloi,Delhi,New Delhi,011 - 25943107 / 25942945,satyabhamahospital@gmail.com,Yes
Satya Medical Centre,A-98a  Sector-34  Noida,Uttar Pradesh,Noida,0120 - 4217808 / 9810495424 / 2507020 / 21,satyamed@gmail.com,Yes
Satyam Hospital,Near Ramakaka Dairy Opp. Zenith Tin Works  Nh. No.8,Gujarat,Vadodara,265-2761180/2761211/3082081,tpa.satyamhospital@gmail.com,No
Saumerpith Nh Pvt Ltd,Lilabari Road  Sabati North Lakhinpur  Lilabari Road,Assam,Lakhimpur,03752 - 234567,debasish_bord9@yahoo.co.in,No
Savaikar Clinic And Nursing Home,Warkhandem  Ponda,Goa,Ponda,0832-2312603/2319202/7774036280/9423889004,drsavaikar@gmail.com,No
Sawan Neelu Angels Nursing Home,J-293  Saket New Delhi,Delhi,New Delhi,011 - 43191300 / 43191333,shah@rediffmail.com,Yes
Sbs Hospital,Plot # 3  5th Main Road  Natesan Nagar,Tamil Nadu,Chennai,044 - 24799986,jsvel_01@yahoo.co.in,Yes
Sbs Hospital,13/80 Tank Street Hosur - 635109,Tamil Nadu,Hosur,04344 -  242555 / 243555 / 244555,sbshospital_2007@yahoo.com,No
Seha Hospital,6/2/2001   Lakdikapul,Telangana,Hyderabad,040 - 23311972,sehamedicalpvtltd@yahoo.co.in,Yes
Sehgal Neo Hospital,B 364 Meera Bagh  Outer Ring Road  New Delhi,Delhi,New Delhi,011 - 25259237 / 25287783 / 25267090 / 45565656,sehgalnh_tpa@yahoo.com,Yes
Senthil Multi Speciality Hospital Private Limited,547  Perundurai Raod  Erode,Tamil Nadu,Erode,0424 - 2260375 / 2260377 / 2260376,smshospitalerode@gmail.com,Yes
Senthil Nursing Home,2054 A 2nd Avenue  Annanagar,Tamil Nadu,Chennai,044 - 26212458 / 26212177,senthilnh@aol.com,Yes
Sentini Hospital,D No. 54-15-Bandc  Besides Vinayaka Theatre  Ring Road  Vijaywada,Andhra Pradesh,Vijayawada,0866 - 6677869 / 6465111,sentini.marketing@gmail.com,No
Serampore Surgical Nursing Home P Ltd,8a K M Sha Street Serampore,West Bengal,Serampur,033 - 26620449 / 26522484,seramporesurgical@gmail.com,No
Serene Hospital Pvt Ltd,S No.242  Cst No. 7261  Sainik Nagar  Near Pratik Nagar,Maharashtra,Pune,020 - 26692719 / 26697364,drsaadiq@rediffmail.com,No
Sethi Hospital,301 - 302/4  Model Townbasai Road  Gurgaon,Haryana,Gurgaon,0124 - 2321539 / 4118001,sethihospital@gmail.com,Yes
Sevana Hospital,Kalladipatta  Pattambi,Kerala,Palakkad,0466 - 2212101,pro@sevanahospital.org,No
Sevayatan Maternity And General Hospital,Ajmir Road Sodala Jaipur,Rajasthan,Jaipur,0141 - 2220240 / 2220250,drvinaysuren.sevayatanhospital@gmail.com,No
Sevenhills Healthcare Private Limited,Rockdale Layout Vishakapatnam,Andhra Pradesh,Visakhapatnam,0891 - 2708090,vizag.billing@sevenhillshospital.com,No
Seventh Day Adventist,Kanniampuram P.O. Ottapalam,Kerala,Palakkad,466-2244201,osdahinsurance@gmail.com,No
Shahade Hospital,494 / 13 Parvati Near Mitra Mandal Chowk Pune - 411009,Maharashtra,Pune,020 - 24464587 / 24446246,shahadehospital@yahoo.co.in,No
Shaishav Clinic,695-A Sadashiv Peth  Laxmi Road,Maharashtra,Pune,020 - 24457234,SHAISHAVTPA@HOTMAIL.COM,Yes
Shakti Hospital,Plot No. 444  Mahanadi Vihar  Nayabazar,Odisha,Cuttack,671-2446100,shaktihospital@gmail.com,No
Shakuntala Hospital,Near Leo Chowk  Circular Road,Haryana,Rewari,01274 - 251528,shakuntlahospital@yahoo.com,No
Shakuntala Memorial Hospital And Research Centre,50 /51  Golden Town  Hosur  Unkal Bypass Road  Vidyanagar,Karnataka,Hubli,0836 - 2228271 / 0836 - 2228272,smhrchubli@gmail.com,No
Shalby Limited,275/P  Usha Shalby Hospital  Near Cinepark Theater  Dadra Road  Chanod  Vapi,Gujarat,Vapi,"260-2452867, 2450867",mediclaim@vapi.shalby.org,No
Shalby Ltd - Karnavati club,Opp. Karnavati Club  S G Highway,Gujarat,Ahmedabad,079 - 40203000,mediclaim@shalby.org,Yes
Shalimar Hospital And Trauma Centre,A-969 (Near Shalimar Crossing) Indra Nagar  Lko  A-969 (Near Shalimar Crossing) Indra Nagar  Lko,Uttar Pradesh,Lucknow,0522 - 2310185 / 2310227 / 09335067042,shalimar.hospital@gmail.com,No
Shalom Medicare Pvt Ltd,Shalom Ark Anna Purna Estate Phase Iv  Behind Indralok Phase -Vi Opp Raj Classic  Bhayander (E) Thane,Maharashtra,Mumbai,22-64557676/9029097609,shalomhospital33@gmail.com,Yes
Shammuka Nursing Home,No. 100  New Agrasharam Palani Road,Tamil Nadu,Dindigul,451-2434077 / 9360864069,shammukanursinghomedgl@gmail.com,No
Shanmuga Hospitals And Salem Cancer Institute,24  Saradha College Road  Salem,Tamil Nadu,Salem,0427 - 2315293 / 2319469 / 2315654,shanmugahosp@gmail.com,Yes
Shanthi Hospital And Research Center Pvt Ltd,No 307  40th Cross 8th Block Jayanagar,Karnataka,Bengaluru,080 - 43229999 / 43229840,TPA@shrc.asia,Yes
Shanthi Nursing Home,No. 679  11th Main  4th Block  36th Cross  Jayanagar  Bangalore,Karnataka,Bengaluru,080 - 22446262 / 26346262 / 26341314,shanthinh@gmail.com,No
Shanti Gopal Hospital,Plot No Nh-1  Ahinsakhand-Ii  Indirapuram,Uttar Pradesh,Ghaziabad,0120 - 477001,marketing@shantigopalhospitals.com,Yes
Shanti Hospital,A/P Sanaswadi Tal Shirur Dist_Pune,Maharashtra,Sanaswadi,02137 - 253805,hemant9195@gmail.com,No
Shanti Memorial Hospital,Uditnagar Rourkela,Odisha,Rourkela,0661 - 2500204 / 2502942,shantimemorial@hotmail.com,No
Shanti Mukund Hospital (Cashless only for PVT insurers),2  Institutional Area  Vikas Marg Extension  Delhi,Delhi,New Delhi,47276600,BILLING.RENUPUNDIR@GMAIL.COM,Yes
Shanti Prabha Nursing Home,Mehadia Bhavan  Wardha Road  Dhantoli  Opp.Lokmat  Nagpur,Maharashtra,Nagpur,0712 - 2457741 / 2457742,raju_spnh@live.com,No
Shantimohan Hospital,1st Floor  Opp. Saraf Chambers  Mount Road  Sadar,Maharashtra,Nagpur,0712 - 2541086 / 2553454,shantimohanhospital@gmail.com,No
Sharanya Hospital,Nh-2  Bamchandaipur  Joteram  Po Burdwan  Ps Burdwan Sadar,West Bengal,Burdwan,0342 - 9475641904,tpa.sharanya@gmail.com,No
Sharda Hospital And Diagnostic Centre,# 189  A Aradhana Nagar ,Madhya Pradesh,Bhopal,0755 - 2774378,sharda_hospitalbpl@rediffmail.com,No
Shashwat Hospital,22  Happy Colony  Kothrude,Maharashtra,Pune,020 - 67296600,shashwathospital@gmail.com,Yes
Shastha Kidney And Multi Speciality Hospital,22  23  Telecom Nagar  Back Of Valar Nagar  Away Road Junction,Tamil Nadu,Madurai,2422387,shasthadialysis@gmail.com,No
Shatabdi Superspeciality Hospital,Opp. Mahamarg Bus Stand  Mumbai Naka  Nasik,Maharashtra,Nashik,0253 - 2501888 / 2501999,shatabdiclaim@gmail.com,No
Shatayu Hospital,Near Hitwad  Wardha Road  Nagpur - 440012,Maharashtra,Nagpur,0712 - 2447162 / 2463041,shatayuhospital@gmail.com,No
Sheetla Hospital And Eye Institute Private Limited,New Railway Road  Gurgaon  Haryana,Haryana,Gurgaon,0124 - 2875801 - 802 - 888,SHEETLAHOSPITALNRR@GMAIL.COM,Yes
Shekar Hospital,B  Block Church Road  Indira Nagar  Lucknow,Uttar Pradesh,Lucknow,0522 - 2352352 / 2352353,tpa.shekharhospital@gmail.com,No
Shekhar Hospital,No.81  Bull Temple Road,Karnataka,Bengaluru,080 - 22421144 / 22429360,shekharbtr19@gmail.com,Yes
Shekhar Hospital,(A Unit Of Shekhar Nursing Home) No. 942/45  28th Main  9th Block  Jayanagar  Bangalore,Karnataka,Bengaluru,080 - 22454223,shekharhospitaljayanagar@gmail.com,Yes
Shenbagam Hospital Pvt Ltd,15   16 North Cross Iii Street  Annanagar  Annanagar,Tamil Nadu,Madurai,0452 - 2524581 / 83,shenhosp7@gamil.com,No
Shepherd Nursing Home,No:19  Kumaran Nagar  6th Cross Street  Bus Stop  Kolathur,Tamil Nadu,Chennai,044 - 25566888,shepherd_nursing@yahoo.co.in,No
Shetty Hospital,New No. 182/Old No.81  Sarvanna Pillai Street  Udumalpet,Tamil Nadu,Udumalpet,4252-224244,shettyhosp_udt@yahoo.com,No
Shiba Hospital,5/1509 A7  Wayanad Road,Kerala,Calicut,0495 - 2767999,mail@shibahospital.com,No
Shifa Hospitals,82kailasapuram Middle Street,Tamil Nadu,Thirunelveli,0462 - 2333245,shifahospitals2004@yahoo.com,No
Shija Hospitals And Research Institute Pvt Ltd,Langol  Imphal West Manipur.,Manipur,Imphal,9436036658,kripaleimapokpam@gmail.com,No
Shirdi Sai Hospital Pvt Ltd,No. 519  2nd Main  Nethravathi St  Devasandra  New Bel Road,Karnataka,Bengaluru,080 - 42719999,shirdisaihsp@gmail.com,Yes
Shiv Polyclinic And Nursing Home,No.16/1  2  Prem Niwas  Laxmi Colony  Mahul Road  Chembur,Maharashtra,Mumbai,022 - 25541556 / 25544401,shivhsp@gmail.com,Yes
Shivalik Hospital,Plot No. 1  Huda Market  Sec 37  Faridabad,Haryana,Faridabad,0129 - 4128715,shivalikhospital37@gmail.com,Yes
Shivalik Medical Centre,Main Road  Hoshiyapur  Sector 51  Noida (Gb Nagar),Uttar Pradesh,Noida,0120 - 2485500 / 2485540 / 9910401559,shivalikmedcentre@gmail.com,Yes
Shivara Shivappa Memorial Hospital,Opp: Shankar Mutt   K R Puram  Hassan,Karnataka,Hassan,08172 - 234414 / 234412,raghavendra_hsn@yahoo.co.in,No
Shivmani Hospital,D5e/9  B.P.Near Neelam Chowk  N.I.T. Faridabad,Haryana,Faridabad,0129 - 2420421 / 2434740 / 09811052022,shivmanihospital@gmail.com,Yes
Shoor Multispeciality Hospital,Khazana Gate  Near Jyoti Model School,Punjab,Amritsar,0183 - 5014831 / 5014832 / 5014833,shoorhospital@rediffmail.com,Yes
Shraddha General Hospital,1st Floor Vishal Marriage. Hall Bulding Near Nehru Chowk  Hospital Road  Ulhasnagar,Maharashtra,Thane,0251 - 2549112 / 2554868,rbuttamani@gmail.com,Yes
Shraddha Hospital,Sahadu Nana Complex Ghotawade Phata Kasar Amboli Mushi  Pune,Maharashtra,Mulshi,020 - 22922187,shraddha.hospital@yahoo.com,No
Shraddha Hospital,Shrikrushna Nagar  Navecha Road.  Pimple Gurav  Pune.,Maharashtra,Pune,020 - 32525802,deeptikadam1782@gmail.com,No
Shree Akatheeswarar Anbu Hospital,498-1  Srt Theatre (Opp) Road  Nallur  P.Puliampatti,Tamil Nadu,Coimbatore,04295 - 268265,nandikamogan@gmail.com,No
Shree Balaji Multispeciality Hospital,N-H 9  KANDI VILLAGE  X- ROAD SANGAREDY,Telangana,Medak,277022,BALAJIMULTISPECIALITYHOSPITAL@GMAIL.COM,No
Shree Harneshwar Clinic,50  Harneshwar Society  Talegaon Dabhade  Pune,Maharashtra,Pune,02114 -  225876 / 223157 / 410507,shclinic2000@yahoo.com,No
Shree Hospital,2nd  3rd Floor Raikar Bhavan  Sector -17 Vashi,Maharashtra,Kharghar,022 - 27890896 / 27668906,girishmoharir@yahoo.com,No
Shree Hospital,Siddharth Mansion  Pune - Ahmed Nagar Road  Pune - 411014,Maharashtra,Pune,020 - 26681127 / 26687310,mediclaim@shreehospital.com,Yes
Shree Hospital And Maternity Home,324  Dhorenagar  Sangavi,Maharashtra,Pune,020 - 27286809 / 27286810,shreehospital7@gmail.com,No
Shree Jain Hosp And Research Centre,493b/12  G.T Road(S)  Shibpur  Howrah.  Shibpur,West Bengal,Howrah,033 - 26415831 / 32 / 30917200 / 01 / 02 / 03,sjhrc98@yahoo.co.in,No
Shree Jeewan Hospital,67/1 New Rohtak Road  Karol Bagh,Delhi,New Delhi,011 - 23682780 / 23601400 / 60 / 9311182208,info@shreejeewanhospital.com,Yes
Shree Krishna Hospital,Plot No.161  Shree Krishnanagar  Near Sonatheater,Maharashtra,Mumbai,022 - 28966331 / 28971885,vedadipatil@yahoo.co.in,Yes
Shree Narayana Hospital,Near Ganj Mandi  Behind Sec-5  Devendra Nagar  Pandri,Chattisgarh,Raipur,3001234,dr.sunilkhemka@gmail.com,No
Shree Sai Clinic,Padmavati Bldg. Unnat Nagar Rd.  No. 2  Near Patkar College  S.V. Road  Goregaon,Maharashtra,Mumbai,022-42682222,shreesaiclinic62@gmail.com,Yes
Shree Sai Hospital,Gokul Nagari 1  Near Asha Nagar  Western Express Highway  Kandivali -E ,,,,,
  Kandivali -E,Maharashtra,Mumbai,28541921,GOALSSH@GMAIL.COM,No,
Shree Sainath Hospital,First Floor  Perin Complex Opp. Balbhavan  Kilvani Naka,Dadra and Nagar Haveli,SILVASSA,260-6533955/ 3209651,sainathhospital@gmail.com,No
